PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",10,1756290076196,1756290076259,t,84, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",11,1756290076335,1756290076410,t,84, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",12,1756290076580,1756290076672,i,73, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",13,1756290076784,1756290076886,n,78, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",14,1756290077018,1756290077093,g,71, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",15,1756290077226,1756290077291, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",16,1756290079890,1756290079991,o,79, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",17,1756290080139,1756290080211,n,78, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",18,1756290080324,1756290080394, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",19,1756290080404,1756290080525,a,65, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",20,1756290080493,1756290080575, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",21,1756290082162,1756290082281,c,67, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",22,1756290082278,1756290082343,o,79, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",23,1756290083524,1756290083609,l,76, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",24,1756290083717,1756290083803,o,79, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",25,1756290083999,1756290084117,r,82, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",26,1756290084325,1756290084487,f,70, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",27,1756290084714,1756290084796,u,85, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",28,1756290084952,1756290085030,l,76, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",29,1756290085168,1756290085243, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",30,1756290085365,1756290085441,m,77, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",31,1756290085451,1756290085556,a,65, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",32,1756290085641,1756290085730,t,84, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",33,1756290085955,1756290086023, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",34,1756290086213,1756290086286,i,73, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",35,1756290086428,1756290086500,n,78, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",36,1756290086641,1756290086724, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",37,1756290087070,1756290087247,a,65, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",38,1756290087155,1756290087336, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",39,1756290088987,1756290089052,Backspace,8, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",40,1756290089487,1756290089554,n,78, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",41,1756290089682,1756290089741, ,32, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",42,1756290090001,1756290090222,Shift,16, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",43,1756290090030,1756290090114,I,73, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",44,1756290090264,1756290090347,n,78, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",45,1756290090403,1756290090543,d,68, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",46,1756290090734,1756290090856,i,73, monthly, physical-keyboard
66ca1c321a8e2b7f6bf01c79,prompt-to-image,0,0,0,"A baby sitting on a colorful mat in an Indian household. The house is full of lights and it seems that it a festival time. There are a lot of lamps and lights in the background. The baby is 2 years old and a boy. It is night time and the lights are shining which makes it appears that it is a day time. The house has an Indian touch and this can be seen by the paintings in the background and by details on the wooden furniture, the room is small.Baby is wearing an Indian hat. The photo is realistic and very detailed.The photo is of 8k quality.","[20,28];[39,55];[361,370];[466,476]","[293,301];[219,229];[238,255];[142,158];[396,427]",47,1756290090885,1756290091022,a,65, monthly, physical-keyboard
